"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
03C0001256,GATEWAY SURGERY CENTER,690 N COFCO CENTER CT SUITE 150,PHOENIX,AZ,85008,,(602) 228-8444,98,2,0,99,93,6,1,96,93,6,1,96,88,11,1,95,3,708,202,29,10/01/2024,09/30/2025
03C0001259,TUCSON DIGESTIVE INSTITUTE LLC DBA ARIZONA DIGESTIVE INSTITUTE,7566 NORTH LA CHOLLA BLVD SUITE B,TUCSON,AZ,85741,,(520) 547-5847,96,3,1,98,89,9,2,93,82,12,6,92,78,19,3,92,,824,208,25,10/01/2024,09/30/2025
03C0001260,EAST VALLEY ENDOSCOPY,6020 EAST ARBOR AVE #105,MESA,AZ,85206,,(480) 830-2005,97,3,0,98,91,7,2,94,91,7,2,96,88,9,3,95,,1909,699,37,10/01/2024,09/30/2025
03C0001261,ARIZONA EYE INSTITUTE AND COSMETIC LASER CENTER,19052 R. H. JOHNSON BLVD,SUN CITY WEST,AZ,85375,,(623) 975-2020,97,3,0,99,91,7,2,94,90,7,3,96,84,11,5,92,3,833,205,25,10/01/2024,09/30/2025
03C0001262,SOUTHWESTERN EYE CENTER LTD,75 COLONIA DE SALUD STE. A-100,SIERRA VISTA,AZ,85635,,(480) 892-8400,93,7,0,97,83,14,3,90,78,17,5,92,74,24,2,91,3,604,111,19,10/01/2024,09/30/2025
03C0001265,ST JOSEPH'S OUTPATIENT SURGERY CENTER LLC,240 W. THOMAS RD,PHOENIX,AZ,85013,,(602) 406-3552,95,4,1,97,89,9,2,94,86,11,3,94,84,13,3,93,,2652,403,15,10/01/2024,09/30/2025
03C0001266,PHOENIX ENDOSCOPY LLC,349 E. CORONADO RD,PHOENIX,AZ,85004,,(602) 266-5678,97,2,1,98,96,3,1,97,94,5,1,97,92,6,2,96,,2384,658,28,10/01/2024,09/30/2025
03C0001268,FOREST CANYON ENDOSCOPY AND SURGERY CTR PC,560 N. SWITZER CANYON DR,FLAGSTAFF,AZ,86001,,(928) 774-3044,98,2,0,99,92,7,1,95,93,5,2,96,88,10,2,96,3,604,153,26,10/01/2024,09/30/2025
03C0001275,NORTH SCOTTSDALE AMBULATORY SURGERY CENTER LLC,9439 E. IRONWOOD SE SQ. #100,SCOTTSDALE,AZ,85258,,(480) 355-3750,98,2,0,99,93,6,1,96,91,8,1,96,90,8,2,96,3,588,156,27,10/01/2024,09/30/2025
03C0001278,MESA AZ ENDOSCOPY ASC LLC,610 E. BASELINE RD.,TEMPE,AZ,85283,,(480) 969-0405,98,1,1,99,93,6,1,96,97,2,1,98,91,9,0,97,3,858,178,21,10/01/2024,09/30/2025
03C0001279,CHANDLER ENDOSCOPY AMBULATORY SURGERY CENTER LLC DBA CHANDLER ENDOSCOPY CENTER,2095 WEST PECOS RD SUITE A1,CHANDLER,AZ,85224,,(480) 292-9795,99,1,0,99,94,5,1,97,93,6,1,97,90,8,2,95,,1007,216,21,10/01/2024,09/30/2025
03C0001280,ARIZONA SURGICAL SPECIALISTS CENTER LLC,1984 EAST BASELINE RD,TEMPE,AZ,85283,,(623) 742-1572,91,7,2,95,79,13,8,85,70,20,10,87,66,25,9,84,"3,6",469,92,20,10/01/2024,09/30/2025
03C0001284,BANNER ESTRELLA SURGERY CENTER LLC,9301 WEST THOMAS ROAD,PHOENIX,AZ,85037,,(623) 213-7407,99,1,0,99,89,10,1,94,91,9,0,97,89,8,3,95,"3,6",407,78,19,10/01/2024,09/30/2025
03C0001285,NORTH VALLEY SURGERY CENTER,8901 EAST RAINTREE DR SUITE 100,SCOTTSDALE,AZ,85260,,(480) 767-2165,98,2,0,99,94,5,1,96,92,5,3,96,89,9,2,95,3,2139,554,26,10/01/2024,09/30/2025
03C0001286,DIGESTIVE HEALTH SPECIALISTS,"8573 EAST PRINCESS DR, SUITE 117",SCOTTSDALE,AZ,85255,,(480) 513-2455,98,2,0,99,91,6,3,94,94,5,1,97,93,5,2,96,3,2616,839,32,10/01/2024,09/30/2025
03C0001289,CAMP LOWELL SURGERY CENTER DBA CARONDELET FOOTHILLS SURGERY CENTER,2220 WEST ORANGE GROVE ROAD,TUCSON,AZ,85741,,(520) 877-5660,96,3,1,98,92,6,2,95,86,13,1,94,80,19,1,93,,899,241,27,10/01/2024,09/30/2025
03C0001290,CAMP LOWELL SURGERY CENTER LLC DBA CAMP LOWELL SURGERY CENTER,4620 EAST CAMP LOWELL DR,TUCSON,AZ,85712,,(520) 618-6058,94,6,0,97,92,7,1,95,87,10,3,95,87,10,3,94,,590,228,39,10/01/2024,09/30/2025
03C0001291,BANNER SUN CITY WEST SURGERY CENTER LLC,14416 WEST MEEKER BLVD SUITE 103,SUN CITY WEST,AZ,85381,,(623) 285-1925,98,2,0,99,93,6,1,96,91,9,0,96,88,11,1,95,3,824,227,28,10/01/2024,09/30/2025
03C0001293,CATALINA SURGERY CENTER,7508 NORTH LA CHOLLA BLVD,TUSCON,AZ,85741,,(520) 547-7450,98,2,0,99,93,6,1,96,94,5,1,97,92,6,2,96,,669,273,41,10/01/2024,09/30/2025
03C0001294,CENTER FOR PAIN MANAGEMENT,4745 E. CAMP LOWELL DR,TUCSON,AZ,85712,,(520) 731-5510,97,3,0,98,78,20,2,88,88,9,3,95,71,25,4,89,3,1217,346,28,10/01/2024,09/30/2025
03C0001295,NORTH VALLEY ENDOSCOPY CENTER,15255 NORTH 40TH ST BUILDING 8-157,PHOENIX,AZ,85032,,(602) 482-1001,98,2,0,99,95,4,1,97,91,8,1,96,92,7,1,97,,2186,720,33,10/01/2024,09/30/2025
03C0001297,TRI CITY SURGERY CENTER LLC,5430 DISTINCTION WAY,PRESCOTT,AZ,86301,,(928) 445-6098,98,2,0,99,90,8,2,94,90,8,2,95,89,10,1,96,"3,6",678,97,15,10/01/2024,09/30/2025
03C0001298,SURGICAL ELITE OF AVONDALE,10815 WEST MCDOWELL RD SUITE 101,AVONDALE,AZ,85392,,(623) 433-0192,98,2,0,99,90,9,1,95,91,8,1,96,87,11,2,94,,1187,200,17,10/01/2024,09/30/2025
03C0001299,THE ORTHOPEDIC SURGERY CENTER OF ARIZONA,2262 EAST ROSE GARDEN LANE,PHOENIX,AZ,85024,,(602) 424-4408,98,2,0,99,92,6,2,95,92,7,1,96,89,10,1,96,,796,213,27,10/01/2024,09/30/2025
03C0001300,SURGERY CENTER AT RIVER RD LLC,2490 EAST RIVER ROAD SUITE 150,TUCSON,AZ,85718,,(520) 382-1084,95,4,1,97,90,8,2,94,84,13,3,93,77,19,4,90,3,1211,282,23,10/01/2024,09/30/2025
03C0001303,CENTRAL ARIZONA ENDOSCOPY,2158 NORTH GILBERT RD BUILDING 1 SUITE 103,MESA,AZ,85203,,(480) 751-3002,97,3,0,98,92,6,2,95,90,7,3,95,84,14,2,93,3,2464,452,18,10/01/2024,09/30/2025
03C0001304,ARROWHEAD ENDOSCOPY AND PAIN MANAGEMENT CENTER LLC,18699 N 67TH AVE,GLENDALE,AZ,85308,,(623) 376-8600,95,3,2,97,91,7,2,95,89,6,5,95,84,12,4,92,"3,6",453,70,15,10/01/2024,09/30/2025
03C0001305,DESERT RIDGE OUTPATIENT SURGERY CENTER,20940 NORTH TATUM BLVD SUITE 100,PHOENIX,AZ,85050,,(480) 502-4000,97,3,0,98,92,7,1,95,89,9,2,95,85,12,3,93,,1091,231,21,10/01/2024,09/30/2025
03C0001313,SOUTHWEST ENDOSCOPY CENTER,2223 EAST BASELINE ROAD,GILBERT,AZ,85234,,(000) 000-0000,98,2,0,99,91,7,2,95,88,8,4,95,85,12,3,94,,1210,264,22,10/01/2024,09/30/2025
03C0001314,SOUTHEAST VALLEY ENDOSCOPY CENTER,875 SOUTH DOBSON RD,CHANDLER,AZ,85224,,(480) 855-2033,98,2,0,99,92,7,1,95,95,5,0,98,90,9,1,96,3,910,147,16,10/01/2024,09/30/2025
03C0001319,ARROWHEAD HEALTH CENTERS PAIN MDS AMBULATORY SURGICAL CENTER LLC,"16222 N 59TH AVE, STE A-115",GLENDALE,AZ,85306,,(623) 334-4000,100,0,0,100,95,5,0,98,95,5,0,98,94,6,0,98,"3,10",179,25,14,10/01/2024,09/30/2025
03C0001322,LASER SURGERY CENTER LLC,1008 E MCDOWELL RD,PHOENIX,AZ,85006,,(602) 258-7003,98,2,0,99,90,6,4,93,85,13,2,93,78,22,0,93,"3,10",405,49,12,10/01/2024,09/30/2025
03C0001326,BILTMORE SURGICAL PARTNERS LLC,"2222 E. HIGHLAND AVE., SUITE 100",PHOENIX,AZ,85016,,(602) 490-3661,97,2,1,98,91,7,2,95,91,7,2,95,87,9,4,93,3,1253,318,25,10/01/2024,09/30/2025
03C0001327,PAIN MDS INC,2525 WEST CAREFREE HIGHWAY BLDG 5 SUITE 134,PHOENIX,AZ,85085,,(623) 580-4357,,,,,,,,,,,,,,,,,1,,,,,
03C0001328,MESQUITE SURGERY CENTER LLC,7445 EAST TANQUE VERDE RD,TUCSON,AZ,85715,,(520) 722-0929,97,3,0,98,88,9,3,93,89,9,2,95,87,12,1,95,3,797,131,17,10/01/2024,09/30/2025
03C0001330,EYE SURGERY CENTER AT THE BILTMORE,2222 EAST HIGHLAND AVE SUITE 100,PHOENIX,AZ,85016,,(602) 279-2434,92,7,1,96,87,10,3,92,80,16,4,92,77,20,3,91,,2930,942,32,10/01/2024,09/30/2025
03C0001335,AZ WEST ENDOSCOPY CENTER LLC,1850 NORTH 95TH AVE SUITE 190,PHOENIX,AZ,85037,,(623) 594-4060,92,6,2,95,87,12,1,93,82,9,9,91,80,12,8,91,"3,6",415,65,16,10/01/2024,09/30/2025
03C0001339,SAN TAN SURGERY CENTER LLC,1704 EAST BOSTON ST,GILBERT,AZ,85295,,(480) 656-8600,98,2,0,99,93,5,2,96,92,7,1,96,92,7,1,97,3,425,109,26,10/01/2024,09/30/2025
03C0001340,BARNET DULANEY PERKINS EYE CENTER PLLC,698 E. WETMORE STE. 120,TUCSON,AZ,85704,,(602) 508-4816,95,5,0,98,91,7,2,94,83,15,2,93,85,13,2,95,3,762,144,19,10/01/2024,09/30/2025
03C0001341,BARNET DULANEY PERKINS EYE CENTER PLLC,4800 N. 22ND ST.,PHOENIX,AZ,85016,,(602) 508-4816,95,5,0,97,87,10,3,92,80,16,4,93,78,21,1,92,3,530,101,20,10/01/2024,09/30/2025
03C0001342,BARNET DULANEY PERKINS EYE CENTER PLLC,9425 W. BELL RD.,SUN CITY,AZ,85351,,(602) 508-4816,94,5,1,96,81,12,7,87,81,10,9,91,77,16,7,90,"3,6",521,86,17,10/01/2024,09/30/2025
03C0001343,BARNET DULANEY PERKINS EYE CENTER PLLC,5250 E. SOUTHERN AVE.,MESA,AZ,85206,,(602) 508-4816,,,,,,,,,,,,,,,,,1,,,,,
03C0001344,BARNET DULANEY PERKINS EYE CENTER PLLC,95 SOLDIER PASS RD. STE. A-2,SEDONA,AZ,86336,,(602) 508-4816,97,3,0,98,91,8,1,95,77,20,3,92,81,19,0,94,"3,10",193,44,23,10/01/2024,09/30/2025
03C0001345,ARIZONA ADVANCED ENDOSCOPY LLC,2680 S. VAL VISTA DR. STE. 127,GILBERT,AZ,85295,,(480) 253-5660,98,2,0,99,92,7,1,95,91,9,0,96,89,11,0,96,,1200,240,20,10/01/2024,09/30/2025
03C0001347,SURGCENTER AT PARADISE VALLEY LLC DBA SURGCENTER AT PIMA CROSSING,8415 NORTH PIMA RD SUITE 190,SCOTTSDALE,AZ,85258,,(480) 800-3206,98,2,0,99,93,5,2,96,92,7,1,96,88,10,2,95,,981,247,25,10/01/2024,09/30/2025
03C0001348,BARNET DULANEY PERKINS EYE CENTER PLLC,350 NORTH SWITZER CANYON DR,FLAGSTAFF,AZ,86001,,(928) 770-0500,92,7,1,95,87,11,2,92,77,17,6,91,78,19,3,91,3,575,104,19,10/01/2024,09/30/2025
03C0001349,SURGICAL CENTERS OF ARIZONA LLC,2629 NORTH SCOTTSDALE RD 101,SCOTTSDALE,AZ,85257,,(623) 334-4000,96,3,1,97,88,9,3,93,81,16,3,92,76,22,2,90,"3,10",190,36,19,10/01/2024,09/30/2025
03C0001352,SURGCENTER OF DEER VALLEY LLC,19820 NORTH 7TH ST SUITE 190,PHOENIX,AZ,85024,,(602) 904-7039,95,4,1,97,85,11,4,90,82,15,3,93,77,20,3,90,,819,207,25,10/01/2024,09/30/2025
03C0001355,SURGCENTER GILBERT,3345 SOUTH VAL VISTA DR #107-110,GILBERT,AZ,85297,,(480) 725-9777,99,1,0,100,94,5,1,97,98,2,0,98,92,5,3,95,3,537,173,32,10/01/2024,09/30/2025
03C0001356,SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF GLENDALE,18555 NORTH 79TH AVE BUILDING C,GLENDALE,AZ,85308,,(623) 776-2500,98,2,0,99,91,8,1,95,93,5,2,96,90,9,1,96,,1078,243,23,10/01/2024,09/30/2025
03C0001357,SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF GILBERT,2450 EAST GUADALUPE RD SUITE 101,GILBERT,AZ,85234,,(480) 398-8456,99,1,0,99,96,3,1,98,97,3,0,98,94,5,1,97,,1067,254,24,10/01/2024,09/30/2025
03C0001359,SURGCENTER TUCSON LLC,3935 E. FT. LOWELL RD,TUCSON,AZ,85712,,(520) 396-4420,98,2,0,99,92,7,1,95,88,10,2,95,87,11,2,95,,571,229,40,10/01/2024,09/30/2025
03C0001360,BARNET DULANEY PERKINS EYE CENTER PC DBA AMERICAN VISION PARTNERS,275 WEST 28TH STREET SUITE 2,YUMA,AZ,85364,,(928) 329-5011,96,4,0,98,90,7,3,93,86,9,5,93,83,13,4,92,"3,6",498,64,13,10/01/2024,09/30/2025
03C0001361,SURGCENTER CAMELBACK,6245 NORTH 24TH PARKWAY SUITE 112,PHOENIX,AZ,85016,,(602) 682-7005,93,6,1,96,89,8,3,93,83,14,3,93,80,17,3,92,,1158,279,24,10/01/2024,09/30/2025
03C0001362,BDPEC ASC SHOW LOW,1610 SOUTH WHITE MOUNTAIN RD,SHOW LOW,AZ,85901,,(928) 955-1000,92,6,2,95,83,12,5,89,78,17,5,92,76,19,5,90,3,623,113,19,10/01/2024,09/30/2025
03C0001363,SURGCENTER OF GREATER PHOENIX LLC,7231 EAST PRINCESS BLVD SUITE 100,SCOTTSDALE,AZ,85255,,(480) 423-4705,97,3,0,98,91,7,2,95,89,10,1,96,87,11,2,95,3,794,271,34,10/01/2024,09/30/2025
03C0001364,CENTER FOR CARDIOVASCULAR RESEARCH AND EDUCATION,20565 NORTH 19TH AVE,PHOENIX,AZ,85027,,(602) 714-8800,97,3,0,98,88,9,3,93,90,7,3,95,85,11,4,93,3,742,220,30,10/01/2024,09/30/2025
03C0001367,ARIZONA SURGICAL SPECIALISTS CTR DBA ARIZONA SURGICAL SPECIALSTS CTR WEST PHOENIX,9250 WEST THOMAS ROAD SUITE 220,PHOENIX,AZ,85037,,(623) 742-1570,94,5,1,96,89,7,4,93,86,9,5,92,84,11,5,93,"3,6",497,91,19,10/01/2024,09/30/2025
03C0001369,HONOR HEALTH PAIN MANAGEMENT CENTER,4727 EAST UNION HILLS DR,PHOENIX,AZ,85050,,(602) 293-3382,98,2,0,99,93,5,2,95,89,10,1,95,89,8,3,94,3,1015,308,30,10/01/2024,09/30/2025
03C0001370,LASER SURGERY HOLDING COMPANY,2000 EAST SOUTHERN AVENUE 106,TEMPE,AZ,85282,,(480) 444-7491,90,8,2,94,86,11,3,91,78,16,6,91,72,20,8,86,3,720,133,18,10/01/2024,09/30/2025
03C0001371,CARDIAC SURGERY CENTER OF PHOENIX LP,1910 EAST THOMAS RD SUITE 102,PHOENIX,AZ,85016,,(480) 470-0003,97,3,0,98,86,10,4,91,90,8,2,95,89,9,2,95,3,991,180,18,10/01/2024,09/30/2025
03C0001376,CENTRAL AZ GI AND LIVER INSTITUTE,4001 EAST BASELINE RD SUITE 102,GILBERT,AZ,85234,,(480) 565-8045,96,2,2,97,91,7,2,95,78,17,5,92,76,18,6,89,3,1602,258,16,10/01/2024,09/30/2025
03C0001378,BANNER UNION HILLS SURGERY CENTER,"18301 N 79TH AVE, # E150",GLENDALE,AZ,85308,,(623) 776-4105,99,1,0,99,93,6,1,96,93,7,0,97,89,10,1,96,3,751,260,35,10/01/2024,09/30/2025
03C0001379,SKI AMBULATORY SURGICAL CENTERS LLC,7362 WEST THUNDERBIRD ROAD SUITE 103,PEORIA,AZ,85381,,(480) 610-6152,97,3,0,98,90,8,2,94,87,10,3,96,82,14,4,91,"3,6",643,92,14,10/01/2024,09/30/2025
03C0001380,SKI AMBULATORY SURGICAL CENTERS LLC,1100 EAST UNIVERSITY DRIVE SUITE 102,TEMPE,AZ,85281,,(480) 610-6152,99,1,0,99,92,6,2,95,95,5,0,97,82,11,7,90,"3,6",668,95,14,10/01/2024,09/30/2025
03C0001381,SPECTRA EYE INSTITUTE LLC,15401 NORTH 29TH AVE SUITE 201,PHOENIX,AZ,85053,,(623) 583-2020,94,5,1,96,85,11,4,91,78,18,4,92,80,18,2,92,,610,194,32,10/01/2024,09/30/2025
03C0001382,SKI AMBULATORY SURGICAL CENTERS LLC,325 SOUTH EUCLID AVENUE SUITE 109,TUCSON,AZ,85719,,(520) 623-7255,97,2,1,98,92,6,2,95,86,9,5,93,83,12,5,91,"3,6",473,74,16,10/01/2024,09/30/2025
03C0001383,HEART HEALTH CENTER LLC,1848 EAST THOMAS ROAD SUITE 200,PHOENIX,AZ,85016,,(602) 638-1240,,,,,,,,,,,,,,,,,1,,,,,
03C0001384,FOUR PEAKS SURGERY CENTER,9425 WEST BELL ROAD,SUN CITY,AZ,85351,,(623) 399-6880,98,2,0,99,91,8,1,95,88,10,2,94,84,13,3,93,3,758,280,37,10/01/2024,09/30/2025
03C0001385,SOUTH VALLEY SURGICAL CENTER,36453 NORTH GANTZEL ROAD SUITE 102,SAN TAN VALLEY,AZ,85140,,(480) 636-1225,98,2,0,99,90,8,2,94,90,8,2,96,83,16,1,94,3,819,198,24,10/01/2024,09/30/2025
03C0001387,AKDHC SURGERY CENTER LLC WESTGATE,6622 NORTH 91ST ST SUITE 100,GLENDALE,AZ,85305,,(623) 552-7147,98,2,0,99,82,15,3,89,83,16,1,95,78,22,0,93,"3,6",483,52,11,10/01/2024,09/30/2025
03C0001391,SWAN SURGERY CENTER LLC,1505 NORTH SWAN ROAD #101,TUCSON,AZ,85712,,(520) 795-3090,94,5,1,96,87,10,3,92,84,11,5,93,80,14,6,91,"3,6",532,80,15,10/01/2024,09/30/2025
03C0001393,ORO VALLEY SURGICAL SUITES LLC,8500 NORTH ORACLE RD SUITE 150,ORO VALLEY,AZ,85704,,(520) 462-0220,98,2,0,99,95,4,1,97,97,2,1,98,95,4,1,98,,423,216,51,10/01/2024,09/30/2025
03C0001394,PHOENIX SPINE GOODYEAR ASC LLC DBA PHOENIX SPINE GOODYEAR AMBULATORY SURGERY CENTER,140 NORTH LITCHFIELD ROAD SUITE 110,GOODYEAR,AZ,85338,,(602) 533-2160,98,2,0,99,91,7,2,94,89,10,1,96,90,9,1,96,,775,321,41,10/01/2024,09/30/2025
03C0001395,ORTHOARIZONA SURGERY CENTER GILBERT,1675 EAST MELROSE ST SUITE 201,GILBERT,AZ,85297,,(480) 519-8100,98,2,0,99,94,5,1,96,94,5,1,96,92,7,1,97,,926,258,28,10/01/2024,09/30/2025
03C0001396,BARNET DULANEY PERKINS EYE CENTER - SAFFORD SURGERY CENTER,2242 WEST 16TH STREET,SAFFORD,AZ,85546,,(602) 598-7025,97,3,0,99,91,8,1,95,84,15,1,94,90,8,2,96,"3,6",448,74,17,10/01/2024,09/30/2025
03C0001398,DISCOVER SURGICAL CENTER LLC,135 SOUTH POWER ROAD SUITE 110,MESA,AZ,85206,,(480) 745-8577,94,5,1,97,90,6,4,94,86,10,4,94,94,3,3,97,"3,10",139,25,19,10/01/2024,09/30/2025
03C0001399,OPTIMUM SURGICAL CENTER,20045 NORTH 19TH AVENUE BUILDING 12,PHOENIX,AZ,85027,,(602) 313-8110,96,3,1,98,93,5,2,96,92,7,1,96,85,12,3,94,3,469,133,28,10/01/2024,09/30/2025
03C0001403,PAIN INSTITUTE OF SOUTHERN ARIZONA PROCEDURE CENTER,4741 EAST CAMP LOWELL DRIVE,TUCSON,AZ,85712,,(520) 318-6035,99,1,0,99,92,6,2,95,92,7,1,97,91,8,1,97,3,1216,440,36,10/01/2024,09/30/2025
03C0001405,ARIZONA KIDNEY DISEASE AND HYPERTENSION CENTER DBA AKDHC,3600 WEST TANGERINGE RD SUITE,MARANA,AZ,85658,,(520) 585-4574,98,2,0,99,91,7,2,94,94,6,0,97,87,12,1,95,"3,6",405,74,18,10/01/2024,09/30/2025
03C0001406,BANNER ENTICARE TEMPE SURGERY CENTER LLC DBA BANNER TEMPE SURGERY CENTER,1940 EAST SOUTHERN AVENUE,TEMPE,AZ,85016,,(480) 820-7101,97,2,1,98,93,6,1,96,82,12,6,91,79,15,6,90,"3,6",446,66,15,10/01/2024,09/30/2025
03C0001408,YUMA ADVANCED SURGICAL SUITES,1030 WEST 24TH ST SUITE H,YUMA,AZ,85364,,(928) 259-7522,98,2,0,99,92,7,1,95,94,6,0,97,93,7,0,97,,633,234,37,10/01/2024,09/30/2025
03C0001409,BANNER SURGERY CENTER ALVERNON LLC,750 NORTH ALVERNON WAY,TUCSON,AZ,85711,,(480) 292-8541,100,0,0,100,93,6,1,96,92,8,0,97,90,8,2,95,"3,6",377,86,23,10/01/2024,09/30/2025
03C0001410,SURGERY CENTER AT FLAGSTAFF BONE AND JOINT,501 NORTH SWITZER CANYON DRIVE,FLAGSTAFF,AZ,86001,,(000) 000-0000,96,4,0,98,93,6,1,96,88,10,2,95,88,9,3,95,3,571,220,39,10/01/2024,09/30/2025
03C0001412,OCOTILLO SURGERY CENTER LLC,3920 SOUTH ROME STREET,GILBERT,AZ,85297,,(480) 597-4778,98,2,0,99,93,6,1,96,88,9,3,95,85,14,1,94,3,613,112,18,10/01/2024,09/30/2025
03C0001413,HAYDEN SURGICAL CENTER,10611 NORTH HAYDEN ROAD SUITE D10,SCOTTSDALE,AZ,85260,,(000) 000-0000,98,2,0,99,96,2,2,97,84,15,1,94,84,12,4,93,"3,6",231,61,26,10/01/2024,09/30/2025
03C0001414,WESTGATE SURGERY CENTER,7730 NORTH 99TH AVE SUITE 100,GLENDALE,AZ,85307,,(623) 888-5500,97,2,1,98,92,7,1,96,91,7,2,95,90,9,1,96,,2334,504,22,10/01/2024,09/30/2025
03C0001416,WYATT SURGERY CENTER,2424 NORTH WYATT DR SUITE 160,TUCSON,AZ,85750,,(520) 815-5050,98,1,1,98,91,7,2,95,91,7,2,96,85,14,1,95,,739,246,33,10/01/2024,09/30/2025
03C0001417,BANNER SURGERY CENTER THUNDERBIRD LLC,5555 WEST THUNDERBIRD ROAD SUITE 150,GLENDALE,AZ,85306,,(602) 354-8847,99,1,0,99,92,7,1,95,91,9,0,96,84,15,1,94,3,611,154,25,10/01/2024,09/30/2025
03C0001418,EAST VALLEY OUTPATIENT SURGERY LLC,5620 EAST BROADWAY ROAD,MESA,AZ,85206,,(480) 981-6111,98,2,0,99,89,9,2,94,96,4,0,98,95,5,0,98,3,413,167,42,10/01/2024,09/30/2025
03C0001419,INNOVATIVE SURGERY CENTER LLC,15547 NORTH REEMS ROAD BUILDING A,SURPRISE,AZ,85374,,(623) 535-9777,96,4,0,99,88,10,2,93,93,2,5,97,93,0,7,95,"3,10",237,38,16,10/01/2024,09/30/2025
03C0001423,BANNER SURGERY CENTER MESA,2626 EAST UNIVERSITY DRIVE SUITE 104,MESA,AZ,85213,,(602) 354-8847,96,4,0,98,81,14,5,88,76,20,4,91,74,22,4,89,"3,6",204,52,25,10/01/2024,09/30/2025
03C0001425,BCC WEST VALLEY DBA BANNER CARDIOVASCULAR CENTER WEST VALLEY,14642 NORTH DEL WEBB BOULEVARD SUITE 100,SUN CITY,AZ,85351,,(602) 358-8512,99,1,0,99,92,6,2,95,94,5,1,97,92,7,1,97,3,999,382,38,10/01/2024,09/30/2025
03C0001426,BSC BILTMORE LLC,2222 EAST HIGHLAND AVENUE SUITE 100,PHOENIX,AZ,85016,,(602) 358-8512,96,3,1,98,92,6,2,95,85,11,4,93,79,19,2,92,3,1161,210,18,10/01/2024,09/30/2025
03C0001428,SOUTHWEST CARDIOVASCULAR INTERVENTIONAL CENTER LLC,7529 EAST BROADWAY ROAD SUITE 104,MESA,AZ,85208,,(480) 945-4343,96,3,1,98,86,10,4,91,87,9,4,95,86,12,2,94,,498,166,34,10/01/2024,09/30/2025
03C0001429,TUCSON SURGERY CENTER,2121 NORTH CRAYCROFT BUILDING 8,TUCSON,AZ,85712,,(000) 000-0000,97,3,0,99,92,7,1,95,91,7,2,96,85,11,4,93,,1006,376,37,10/01/2024,09/30/2025
03C0001430,BANNER SURGERY CENTER IRONWOOD,37200 NORTH GANTZEL ROAD SUITE 100,QUEEN CREEK,AZ,85140,,(480) 562-4617,98,2,0,99,94,5,1,97,92,7,1,96,88,11,1,96,3,737,196,27,10/01/2024,09/30/2025
03C0001431,REGENCY AMBULATORY SURGERY CENTER ONE LLC,14725 WEST MOUNTAIN VIEW BOULEVARD SUITE 125,SURPRISE,AZ,85374,,(623) 243-9077,95,4,1,97,84,11,5,90,89,8,3,95,84,12,4,93,3,1031,209,21,10/01/2024,09/30/2025
03C0001432,AKDHC SURGERY CENTER,2711 SILVER CREEK ROAD SUITE 100,BULLHEAD,AZ,86442,,(000) 000-0000,99,1,0,99,98,2,0,99,93,7,0,97,90,7,3,94,"3,6",288,53,18,10/01/2024,09/30/2025
03C0001433,BUCKEYE SOUTH LLC DBA BUCKEYE SURGERY CENTER,23390 WEST YUMA ROAD SUITE 106,BUCKEYE,AZ,85326,,(623) 250-4800,98,2,0,99,93,7,0,97,90,9,1,96,88,12,0,96,3,564,123,22,10/01/2024,09/30/2025
03C0001434,UROLOGY ASC PHOENIX DBA UROLOGIC SURGERY CENTER OF ARIZONA,1313 EAST OSBORD ROAD SUITE 170B,PHOENIX,AZ,85014,,(410) 581-1600,96,3,1,98,85,12,3,91,81,16,3,93,76,21,3,91,,1109,226,20,10/01/2024,09/30/2025
03C0001435,NATIONAL CARDIOVASCULAR SURGERY CENTER LLC DBA PEAK SURGERY CENTER OF AVONDALE,10825 WEST MCDOWELL ROAD SUITE 320,AVONDALE,AZ,85392,,(602) 698-7325,97,3,0,98,88,10,2,93,95,4,1,96,89,8,3,95,3,368,111,30,10/01/2024,09/30/2025
03C0001436,TUCSON ENDOSCOPY CENTER,7140 EAST ROSEWOOD STREET SUITE 100,TUCSON,AZ,85710,,(000) 000-0000,97,2,1,98,96,3,1,97,92,7,1,96,89,9,2,95,,1103,317,29,10/01/2024,09/30/2025
